OTU,observed,mean.simulated,lowCI,uppCI,Sign
OTU34185,4,4.67,4,5,NS
OTU60752,2,3.82,3,4,Specialists
OTU57741,6,10.5,9,12,Specialists
OTU15407,3,2.88,2,3,NS
OTU50492,1,1.97,1.475,2,Specialists
OTU51026,2,1.99,2,2,NS
OTU69431,3,2.88,2,3,NS
OTU42173,4,4.77,4,5,NS
OTU46703,2,1.98,2,2,NS
OTU26902,1,3.83,3,4,Specialists
OTU15925,2,1.99,2,2,NS
OTU60533,1,1.97,1.475,2,Specialists
OTU9499,4,5.64,4,6,NS
OTU18415,3,2.91,2,3,NS
OTU97348,4,6.53,5,7,Specialists
OTU21577,5,10.33,8,12,Specialists
OTU7251,11,13.58,11,16,NS
OTU10081,10,10.54,9,12,NS
OTU5283,12,15.21,13,18,Specialists
OTU20856,2,2.92,2,3,NS
OTU75020,2,1.98,2,2,NS
OTU38140,5,5.7,5,6,NS
OTU11912,7,6.51,5,7,NS
OTU50446,3,2.92,2,3,NS
OTU38840,2,1.94,1,2,NS
OTU8196,1,50.89,44,58.525,Specialists
OTU59142,2,1.96,1,2,NS
OTU24850,1,1.98,2,2,Specialists
OTU8935,2,3.81,3,4,Specialists
OTU43736,2,2.92,2,3,NS
OTU33636,4,3.75,2.475,4,NS
OTU56672,2,1.97,1.475,2,NS
OTU70505,2,8.95,8,10,Specialists
OTU4966,2,8.24,7,9,Specialists
OTU1432,1,3.85,3,4,Specialists
OTU5655,4,3.86,3,4,NS
OTU15735,2,1.98,2,2,NS
OTU9958,2,1.95,1,2,NS
OTU634,22,100.51,91,111.525,Specialists
OTU14055,6,6.53,5,7,NS
OTU5027,19,18.83,16,22,NS
OTU13394,4,4.8,4,5,NS
OTU10847,3,2.9,2,3,NS
OTU6939,4,7.26,5.475,8,Specialists
OTU7111,5,6.5,5,7,NS
OTU9681,2,1.95,1,2,NS
OTU8652,4,3.92,3,4,NS
OTU3078,20,19.52,15.475,23,NS
OTU5803,7,8.96,7,10,NS
OTU13333,2,1.96,1,2,NS
OTU6721,3,4.81,4,5,Specialists
OTU15229,2,1.98,2,2,NS
OTU7158,20,30.01,25.475,35,Specialists
OTU34395,3,2.92,2,3,NS
OTU6283,10,21.1,18,25,Specialists
OTU7253,8,21.45,18,25,Specialists
OTU22297,1,3.8,3,4,Specialists
OTU36854,1,1.97,1.475,2,Specialists
OTU20000,2,1.97,1.475,2,NS
OTU2608,12,167.48,156.475,179.575,Specialists
OTU3468,8,10.43,9,12,Specialists
OTU30499,3,2.95,2,3,NS
OTU6934,2,1.95,1,2,NS
OTU19504,1,1.99,2,2,Specialists
OTU8466,2,1.94,1,2,NS
OTU14801,4,8.13,6,9,Specialists
OTU16885,2,1.94,1,2,NS
OTU2430,7,29.56,25,34.525,Specialists
OTU47219,2,1.99,2,2,NS
OTU14365,4,4.78,4,5,NS
OTU3796,11,17.35,14,21,Specialists
OTU24159,31,41.98,36.475,47.525,Specialists
OTU84944,3,3.86,3,4,NS
OTU3304,2,3.82,3,4,Specialists
OTU1936,40,55.46,48,63,Specialists
OTU8263,3,2.93,2,3,NS
OTU12657,1,1.98,2,2,Specialists
OTU89926,2,1.98,2,2,NS
OTU61815,2,1.98,2,2,NS
OTU16419,3,2.93,2,3,NS
OTU75890,7,8.94,7.475,10,Specialists
OTU5638,5,6.48,5,7,NS
OTU3543,17,21.32,17,24.525,NS
OTU75969,23,21.79,17.475,25,NS
OTU27318,4,3.88,3,4,NS
OTU3292,10,36.03,31,41,Specialists
OTU42059,2,3.77,3,4,Specialists
OTU6437,12,12.63,10,15,NS
OTU5990,5,11.98,10,14,Specialists
OTU18815,1,1.97,1.475,2,Specialists
OTU2452,24,27.61,23.475,31.525,NS
OTU12623,32,43.33,36.475,50,Specialists
OTU58458,3,2.86,2,3,NS
OTU9466,6,5.5,4,6,NS
OTU15822,15,30.69,26,36,Specialists
OTU3407,22,31.36,27,36.525,Specialists
OTU18423,7,6.43,5,7,NS
OTU75412,3,2.94,2,3,NS
OTU22589,3,2.95,2,3,NS
OTU51255,8,9.05,7.475,10,NS
OTU6070,3,22.34,19,26,Specialists
OTU6126,9,16.23,13,19,Specialists
OTU5195,19,20.15,17,23,NS
OTU7890,3,3.79,3,4,NS
OTU7984,3,9.12,7,10,Specialists
OTU3437,16,27.93,23.475,32,Specialists
OTU2363,28,36.56,32.475,42,Specialists
OTU18769,2,1.98,2,2,NS
OTU6170,2,4.7,3,5,Specialists
OTU10353,6,8.95,7,10,Specialists
OTU20197,2,1.98,2,2,NS
OTU15413,4,4.74,3.475,5,NS
OTU9591,9,10.6,8.475,12,NS
OTU23583,3,2.9,2,3,NS
OTU33748,2,1.99,2,2,NS
OTU95635,3,3.86,3,4,NS
OTU33438,2,3.79,3,4,Specialists
OTU45279,3,2.93,2,3,NS
OTU33710,2,1.99,2,2,NS
OTU23351,4,3.8,3,4,NS
OTU21562,4,5.73,4,6,NS
OTU86382,4,4.74,4,5,NS
OTU82989,1,1.96,1,2,NS
OTU31691,1,1.98,2,2,Specialists
OTU51113,2,1.97,1.475,2,NS
OTU7217,6,9.61,8,11,Specialists
OTU10336,4,3.84,3,4,NS
OTU24731,2,3.87,3,4,Specialists
OTU13142,5,5.61,4,6,NS
OTU87004,11,18.69,16,21,Specialists
OTU18174,3,2.96,2,3,NS
OTU1437,37,61.26,54,69,Specialists
OTU21016,2,2.92,2,3,NS
OTU9356,6,7.2,6,8,NS
OTU49680,3,2.97,2.475,3,NS
OTU35004,2,1.92,1,2,NS
OTU24705,3,4.73,4,5,Specialists
OTU8159,11,9.93,8,11,NS
OTU27975,2,1.99,2,2,NS
OTU76109,1,1.94,1,2,NS
OTU92968,2,1.98,2,2,NS
OTU88774,3,2.89,2,3,NS
OTU86721,3,2.92,2,3,NS
OTU45185,2,1.96,1,2,NS
OTU16421,2,1.98,2,2,NS
OTU50506,2,1.98,2,2,NS
OTU77535,2,1.96,1,2,NS
OTU42810,3,2.92,2,3,NS
OTU10581,1,1.96,1,2,NS
OTU49771,1,1.99,2,2,Specialists
OTU83962,2,1.96,1,2,NS
OTU79654,2,1.99,2,2,NS
OTU26726,5,4.7,3,5,NS
OTU92319,2,1.97,1.475,2,NS
OTU64892,2,1.97,1.475,2,NS
OTU15292,10,10.65,8.475,12,NS
OTU78717,2,2.9,2,3,NS
OTU19218,2,1.99,2,2,NS
OTU74332,6,8.02,6,9,NS
OTU33764,2,1.97,1.475,2,NS
OTU13292,5,5.65,5,6,NS
OTU24582,5,5.67,5,6,NS
OTU10706,3,2.94,2,3,NS
OTU50000,2,2,2,2,NS
OTU17346,3,4.76,4,5,Specialists
OTU58688,12,16.69,14,19.525,Specialists
OTU60835,2,1.97,1.475,2,NS
OTU6958,6,8.99,7,10,Specialists
OTU7202,23,27.06,22.475,31,NS
OTU7194,1,21.88,18.475,25,Specialists
OTU33865,1,2.92,2,3,Specialists
OTU15727,7,6.49,5,7,NS
OTU40130,2,2.88,2,3,NS
OTU15466,4,3.81,3,4,NS
OTU6602,6,6.5,5,7,NS
OTU35946,3,2.94,2,3,NS
OTU29280,2,2.91,2,3,NS
OTU17232,11,16.62,13,19,Specialists
OTU44536,1,1.99,2,2,Specialists
OTU21237,3,3.84,3,4,NS
OTU34005,1,1.96,1,2,NS
OTU35475,4,4.78,4,5,NS
OTU16143,3,2.93,2,3,NS
OTU14142,1,8.2,7,9,Specialists
OTU66428,3,2.94,2,3,NS
OTU2868,3,27.7,23,33,Specialists
OTU11634,2,1.97,1.475,2,NS
OTU74099,3,2.94,2,3,NS
OTU34403,2,2.89,2,3,NS
OTU12918,1,3.82,3,4,Specialists
OTU24324,1,6.47,5,7,Specialists
OTU20633,2,1.98,2,2,NS
OTU22954,2,1.99,2,2,NS
OTU33572,4,3.86,3,4,NS
OTU11628,2,6.37,5,7,Specialists
OTU47149,3,2.87,2,3,NS
OTU15922,5,4.73,4,5,NS
OTU21642,1,6.43,5,7,Specialists
OTU10697,6,21.04,18,25,Specialists
OTU6746,1,3.86,3,4,Specialists
OTU45408,1,4.83,4,5,Specialists
OTU35647,2,1.96,1,2,NS
OTU85574,1,1.99,2,2,Specialists
OTU52037,2,2.91,2,3,NS
OTU44919,2,1.98,2,2,NS
OTU1225,7,43.86,38,49,Specialists
OTU46550,2,1.96,1,2,NS
OTU71965,1,5.56,4,6,Specialists
OTU38563,1,2.88,2,3,Specialists
OTU31251,4,3.84,3,4,NS
OTU49373,12,11.75,10,14,NS
OTU12000,5,9.57,8,11,Specialists
OTU20238,2,1.95,1,2,NS
OTU36266,2,1.95,1,2,NS
OTU19314,4,4.71,4,5,NS
OTU17108,4,8.94,7,10,Specialists
OTU18975,3,2.89,2,3,NS
OTU31842,3,2.96,2,3,NS
OTU21928,2,1.99,2,2,NS
OTU86666,5,4.67,4,5,NS
OTU27650,2,1.99,2,2,NS
OTU22709,3,2.91,2,3,NS
OTU49831,1,1.98,2,2,Specialists
OTU64291,2,2.97,2.475,3,Specialists
OTU27566,5,4.63,3.475,5,NS
OTU2734,5,53.09,47,62,Specialists
OTU6978,2,25.19,21,30.525,Specialists
OTU33392,2,1.96,1,2,NS
OTU7789,1,16.17,13,19,Specialists
OTU16060,2,4.69,4,5,Specialists
OTU17943,4,4.73,4,5,NS
OTU43556,1,1.97,1.475,2,Specialists
OTU33241,1,2.95,2,3,Specialists
OTU24609,2,1.95,1,2,NS
OTU18607,8,8.16,6.475,9,NS
OTU83339,2,3.84,3,4,Specialists
OTU2201,5,4.8,4,5,NS
OTU88848,4,3.87,3,4,NS
OTU26050,2,2.94,2,3,NS
OTU30932,2,2.9,2,3,NS
OTU37052,3,6.45,5,7,Specialists
OTU69812,2,1.97,1.475,2,NS
OTU27296,5,4.88,4,5,NS
OTU77428,1,1.94,1,2,NS
OTU31762,1,1.95,1,2,NS
OTU86414,1,2.94,2,3,Specialists
OTU1888,32,38.99,32.475,45,Specialists
OTU8822,3,3.77,2.475,4,NS
OTU14194,2,1.96,1,2,NS
OTU30136,2,1.97,1.475,2,NS
OTU26007,1,2.89,2,3,Specialists
OTU37853,1,2.89,2,3,Specialists
OTU12020,5,4.84,4,5,NS
OTU33341,2,1.95,1,2,NS
OTU45561,1,2.89,2,3,Specialists
OTU58868,1,2,2,2,Specialists
OTU2480,17,30.23,26,35,Specialists
OTU58963,2,1.99,2,2,NS
OTU48458,5,6.47,5,7,NS
OTU15364,7,7.39,5.475,8,NS
OTU4401,3,2.94,2,3,NS
OTU68203,1,1.97,1.475,2,Specialists
OTU15057,6,6.51,5,7,NS
OTU19851,1,11.9,9.475,14,Specialists
OTU43168,2,2.85,2,3,NS
OTU16620,3,3.87,3,4,NS
OTU67828,2,1.98,2,2,NS
OTU99571,4,8.12,6,9,Specialists
OTU7589,2,1.98,2,2,NS
OTU79803,1,1.97,1.475,2,Specialists
OTU12133,2,1.96,1,2,NS
OTU24587,1,1.97,1.475,2,Specialists
OTU8251,1,1.97,1.475,2,Specialists
OTU40081,20,28.9,24.475,34,Specialists
OTU5266,9,12.48,10,15,Specialists
OTU5078,5,8.03,6.475,9,Specialists
OTU21710,3,2.95,2,3,NS
OTU13775,5,5.71,5,6,NS
OTU16732,4,4.72,4,5,NS
OTU7423,3,2.91,2,3,NS
OTU8399,1,1.97,1.475,2,Specialists
OTU9729,10,10.46,8,12,NS
OTU5687,6,7.35,6,8,NS
OTU12087,2,2.93,2,3,NS
OTU5126,3,7.21,5,8,Specialists
OTU9005,3,3.82,3,4,NS
OTU12802,2,3.79,3,4,Specialists
OTU12364,2,2.87,2,3,NS
OTU5230,5,8.2,6,9,Specialists
OTU7734,2,2.97,2.475,3,Specialists
OTU6959,3,3.87,3,4,NS
OTU10014,5,11.97,10,14,Specialists
OTU7693,7,10.23,8,12,Specialists
OTU11446,5,5.64,5,6,NS
OTU20236,2,1.99,2,2,NS
OTU19118,9,9.65,8,11,NS
OTU22066,2,1.96,1,2,NS
OTU9332,3,2.94,2,3,NS
OTU8283,5,7.41,6,8,Specialists
OTU6279,4,5.62,4.475,6,Specialists
OTU7413,5,4.71,3.475,5,NS
OTU10399,5,8.2,6.475,9,Specialists
OTU97899,1,1.97,1.475,2,Specialists
OTU95759,2,1.96,1,2,NS
OTU3993,4,4.73,4,5,NS
OTU3879,4,13.58,11,15.525,Specialists
OTU16602,1,1.98,2,2,Specialists
OTU20006,2,1.99,2,2,NS
OTU63375,2,1.97,1.475,2,NS
OTU4289,14,20.3,17,23.525,Specialists
OTU6381,16,21.08,17,24.525,Specialists
OTU3559,8,15.42,12.475,18,Specialists
OTU19119,2,4.74,4,5,Specialists
OTU11578,4,5.75,5,6,Specialists
OTU24364,5,9.89,8,11,Specialists
OTU6479,12,14.08,11,17,NS
OTU11434,2,1.99,2,2,NS
OTU18035,2,1.97,1.475,2,NS
OTU21060,2,1.98,2,2,NS
OTU7529,4,4.73,4,5,NS
OTU6395,3,5.66,4.475,6,Specialists
OTU5974,4,7.33,6,8,Specialists
OTU3963,5,14.7,12,18,Specialists
OTU10339,2,1.98,2,2,NS
OTU19775,3,2.93,2,3,NS
OTU13121,1,1.98,2,2,Specialists
OTU7655,2,1.96,1,2,NS
OTU15625,4,3.83,3,4,NS
OTU8804,7,9.83,8,11,Specialists
OTU4370,3,4.78,4,5,Specialists
OTU11110,1,1.95,1,2,NS
OTU8715,2,3.85,3,4,Specialists
OTU16303,2,3.86,3,4,Specialists
OTU20325,2,1.97,1.475,2,NS
OTU13724,2,3.87,3,4,Specialists
OTU11245,18,16.58,14,19,NS
OTU6673,2,5.66,5,6,Specialists
OTU49911,1,1.94,1,2,NS
OTU9595,3,4.74,4,5,Specialists
OTU2388,22,33.08,28,39,Specialists
OTU10628,4,3.86,3,4,NS
OTU11826,1,2.98,3,3,Specialists
OTU22166,3,2.92,2,3,NS
OTU8202,5,5.64,4,6,NS
OTU43915,3,4.72,4,5,Specialists
OTU41252,2,2.91,2,3,NS
OTU22354,4,3.93,3,4,NS
OTU79747,1,1.95,1,2,NS
OTU4297,3,3.89,3,4,NS
OTU16847,2,1.98,2,2,NS
OTU19716,3,3.82,3,4,NS
OTU51628,2,1.95,1,2,NS
OTU22283,2,2.9,2,3,NS
OTU27477,2,1.99,2,2,NS
OTU12034,7,7.45,6,8,NS
OTU16665,4,5.66,4,6,NS
OTU16930,4,3.83,3,4,NS
OTU14423,4,4.71,3.475,5,NS
OTU12939,3,2.87,2,3,NS
OTU79045,6,5.52,4,6,NS
OTU12361,5,5.59,4,6,NS
OTU74479,4,3.82,3,4,NS
OTU81623,3,2.93,2,3,NS
OTU5530,6,8.81,6.475,10,Specialists
OTU10087,1,4.77,3.475,5,Specialists
OTU24055,2,4.68,4,5,Specialists
OTU2988,12,26.53,22,31,Specialists
OTU22982,2,1.96,1,2,NS
OTU12398,2,2,2,2,NS
OTU15790,1,1.99,2,2,Specialists
OTU8152,2,8.79,7,10,Specialists
OTU12563,2,7.42,6,8,Specialists
OTU2235,36,57.87,49.475,65,Specialists
OTU20702,4,4.75,4,5,NS
OTU28267,2,1.98,2,2,NS
OTU4562,16,20.23,16.475,24,Specialists
OTU3358,9,16.64,13,20,Specialists
OTU12995,5,7.29,6,8,Specialists
OTU28486,4,4.75,3.475,5,NS
OTU24095,2,1.93,1,2,NS
OTU22961,6,6.43,5,7,NS
OTU3739,15,27.92,24,32,Specialists
OTU69198,2,2.94,2,3,NS
OTU17774,12,19.95,16.475,23,Specialists
OTU2813,17,36.06,31,42,Specialists
OTU9156,7,6.49,5,7,NS
OTU11086,5,4.76,4,5,NS
OTU28407,13,17.94,15,20.525,Specialists
OTU7465,12,28.27,23,33,Specialists
OTU8477,1,1.99,2,2,Specialists
OTU21630,2,2.88,2,3,NS
OTU12891,1,1.98,2,2,Specialists
OTU56100,4,4.6,3.475,5,NS
OTU9599,2,2.89,2,3,NS
OTU15695,3,2.9,2,3,NS
OTU10246,10,10.3,8,12,NS
OTU15328,3,3.87,3,4,NS
OTU7832,2,4.77,4,5,Specialists
OTU6278,4,5.58,4,6,NS
OTU27094,2,3.83,3,4,Specialists
OTU61543,2,1.96,1,2,NS
OTU3088,10,20.37,16.475,24,Specialists
OTU14903,3,2.92,2,3,NS
OTU18530,2,1.98,2,2,NS
OTU12138,3,2.92,2,3,NS
OTU6657,3,4.63,3,5,NS
OTU20237,2,1.96,1,2,NS
OTU14617,2,1.96,1,2,NS
OTU14526,3,3.88,3,4,NS
OTU6688,2,7.43,6,8,Specialists
OTU30679,3,2.95,2,3,NS
OTU14074,4,3.83,3,4,NS
OTU16777,7,6.5,5,7,NS
OTU29621,3,2.91,2,3,NS
OTU15840,5,4.71,3,5,NS
OTU16866,3,2.88,2,3,NS
OTU47732,3,2.92,2,3,NS
OTU9421,3,5.61,5,6,Specialists
OTU28791,2,1.98,2,2,NS
OTU24806,1,1.99,2,2,Specialists
OTU15900,2,1.97,1.475,2,NS
OTU4348,6,7.35,6,8,NS
OTU23954,1,1.98,2,2,Specialists
OTU13286,3,3.84,3,4,NS
OTU14917,2,1.99,2,2,NS
OTU9204,4,3.88,3,4,NS
OTU16962,2,2.95,2,3,NS
OTU72602,2,1.98,2,2,NS
OTU21745,1,2.9,2,3,Specialists
OTU23285,5,4.81,4,5,NS
OTU13029,6,6.48,5,7,NS
OTU61285,11,28.93,24,33.525,Specialists
OTU90251,3,2.91,2,3,NS
OTU2260,28,60.79,53.475,68.525,Specialists
OTU2099,41,58.57,49.95,66,Specialists
OTU2907,12,23.61,19,27.525,Specialists
OTU18540,4,5.57,4.475,6,Specialists
OTU2227,8,34.2,29,39,Specialists
OTU8877,7,8.18,6,9,NS
OTU18641,8,12.19,10.475,14,Specialists
OTU25749,5,5.62,5,6,NS
OTU9928,3,3.76,3,4,NS
OTU12088,18,22.12,18,25.525,NS
OTU36843,4,3.92,3,4,NS
OTU5531,5,9.65,7.475,11,Specialists
OTU4273,3,3.88,3,4,NS
OTU80678,2,1.98,2,2,NS
OTU8966,4,5.64,4,6,NS
OTU6631,4,4.72,4,5,NS
OTU20996,8,12.73,10,15,Specialists
OTU91671,16,26.06,22,31,Specialists
OTU34181,2,1.98,2,2,NS
OTU30176,2,1.98,2,2,NS
OTU71142,2,3.83,3,4,Specialists
OTU19097,2,1.97,1.475,2,NS
OTU56018,1,2,2,2,Specialists
OTU10856,2,20.84,18,25,Specialists
OTU42757,1,1.98,2,2,Specialists
OTU8759,17,16.25,13,19,NS
OTU25606,2,1.97,1.475,2,NS
OTU30554,4,3.9,3,4,NS
OTU4520,23,25.45,21,29,NS
OTU4099,3,20.61,17,24,Specialists
OTU41364,3,4.73,3.475,5,Specialists
OTU5896,6,7.28,6,8,NS
OTU7672,15,15.68,12.475,18,NS
OTU14758,2,1.99,2,2,NS
OTU16415,3,2.93,2,3,NS
OTU19003,1,2,2,2,Specialists
OTU9839,4,5.58,4,6,NS
OTU15066,12,14.66,12,17,NS
OTU13511,4,4.79,4,5,NS
OTU18277,1,1.96,1,2,NS
OTU5940,4,11.22,9,13,Specialists
OTU13938,2,2.92,2,3,NS
OTU27155,7,11.45,10,13,Specialists
OTU48961,2,2.92,2,3,NS
OTU23138,2,1.96,1,2,NS
OTU13324,2,2.91,2,3,NS
OTU25252,2,1.97,1.475,2,NS
OTU11070,4,6.31,5,7,Specialists
OTU16096,2,1.97,1.475,2,NS
OTU28345,3,3.86,3,4,NS
OTU13505,2,4.67,4,5,Specialists
OTU3000,8,16.72,13.475,20,Specialists
OTU5161,8,11.27,9,13,Specialists
OTU7122,2,1.96,1,2,NS
OTU83942,2,1.98,2,2,NS
OTU23450,3,3.79,3,4,NS
OTU12413,2,1.99,2,2,NS
OTU24675,3,3.83,3,4,NS
OTU14725,2,1.98,2,2,NS
OTU7348,17,17.25,14,20,NS
OTU9330,4,3.85,3,4,NS
OTU24545,3,2.95,2,3,NS
OTU16612,4,3.86,3,4,NS
OTU9968,13,15.06,12.475,17,NS
OTU4565,10,10.32,8.475,12,NS
OTU17882,3,2.9,2,3,NS
OTU35553,3,2.93,2,3,NS
OTU32954,3,2.88,2,3,NS
OTU57895,2,1.96,1,2,NS
OTU97941,2,2.94,2,3,NS
OTU29598,2,2.95,2,3,NS
OTU43822,2,1.96,1,2,NS
OTU26344,3,3.86,3,4,NS
OTU24056,7,7.34,6,8,NS
OTU20545,4,3.88,3,4,NS
OTU37606,1,1.98,2,2,Specialists
OTU8975,3,4.78,3.475,5,Specialists
OTU4689,2,2,2,2,NS
OTU28848,5,4.72,3.475,5,NS
OTU8091,11,11.29,9,13,NS
OTU19022,2,2.89,2,3,NS
OTU95539,3,3.83,3,4,NS
OTU14106,3,3.85,3,4,NS
OTU23829,16,17.17,14,20,NS
OTU100531,2,1.99,2,2,NS
OTU5375,11,25.71,20.95,30,Specialists
OTU38022,2,1.96,1,2,NS
OTU22340,2,2.92,2,3,NS
OTU38151,9,10.45,8,12,NS
OTU11276,12,11.42,9,13,NS
OTU8556,2,2.89,2,3,NS
OTU33147,3,3.86,3,4,NS
OTU34790,3,6.45,5,7,Specialists
OTU12704,3,2.91,2,3,NS
OTU46052,3,2.94,2,3,NS
OTU14151,3,4.76,4,5,Specialists
OTU5476,12,11.9,9,14,NS
OTU13898,2,1.95,1,2,NS
OTU59114,2,1.98,2,2,NS
OTU6669,5,6.51,5,7,NS
OTU8707,3,2.91,2,3,NS
OTU15369,4,3.83,3,4,NS
OTU76661,8,8.18,7,9,NS
OTU1221,14,81.66,72.475,92.525,Specialists
OTU23658,2,5.65,5,6,Specialists
OTU14448,2,1.97,1.475,2,NS
OTU25747,2,1.99,2,2,NS
OTU14162,1,1.98,2,2,Specialists
OTU20137,1,1.94,1,2,NS
OTU6818,2,3.75,2.475,4,Specialists
OTU18264,18,25.13,21.475,29,Specialists
OTU9222,2,2.92,2,3,NS
OTU8812,11,19.5,16,22,Specialists
OTU12141,2,1.96,1,2,NS
OTU15979,2,3.87,3,4,Specialists
OTU7712,3,5.61,4.475,6,Specialists
OTU8590,3,5.47,4,6,Specialists
OTU1288,17,40.63,34.475,47,Specialists
OTU4821,1,8.05,6,9,Specialists
OTU20975,2,1.97,1.475,2,NS
OTU5683,3,8.92,7,10,Specialists
OTU12675,4,8.94,7,10,Specialists
OTU5372,6,8.04,6,9,NS
OTU21228,2,2.93,2,3,NS
OTU14895,1,1.98,2,2,Specialists
OTU10616,4,3.87,3,4,NS
OTU49095,1,1.97,1.475,2,Specialists
OTU18088,2,1.98,2,2,NS
OTU11587,11,12.14,10,14,NS
OTU26601,1,2.93,2,3,Specialists
OTU8428,1,4.6,3.475,5,Specialists
OTU41823,3,5.67,5,6,Specialists
OTU7316,2,7.32,5.475,8,Specialists
OTU2574,21,25.23,21.475,29,Specialists
OTU35213,2,1.97,1.475,2,NS
OTU27961,2,1.98,2,2,NS
OTU33821,2,1.95,1,2,NS
OTU22051,5,4.68,3,5,NS
OTU60383,2,1.97,1.475,2,NS
OTU48138,3,2.93,2,3,NS
OTU81714,2,2,2,2,NS
OTU8927,4,4.67,3.475,5,NS
OTU1550,33,66.22,58,74.525,Specialists
OTU14437,1,3.83,3,4,Specialists
OTU8688,4,7.35,6,8,Specialists
OTU20758,2,2.89,2,3,NS
OTU7311,3,2.88,2,3,NS
OTU15056,2,2.93,2,3,NS
OTU16039,4,6.46,5,7,Specialists
OTU15549,2,2,2,2,NS
OTU60897,2,1.94,1,2,NS
OTU29979,1,1.95,1,2,NS
OTU16006,1,1.93,1,2,NS
OTU40708,3,2.94,2,3,NS
OTU12124,1,8.26,6.475,9,Specialists
OTU60209,1,1.98,2,2,Specialists
OTU16341,2,2.93,2,3,NS
OTU15388,2,1.98,2,2,NS
OTU25453,2,1.99,2,2,NS
OTU22991,6,5.62,4,6,NS
OTU53402,4,3.86,3,4,NS
OTU14242,1,1.95,1,2,NS
OTU24250,2,2.88,2,3,NS
OTU91776,2,1.95,1,2,NS
OTU27882,3,2.92,2,3,NS
OTU16184,2,1.97,1.475,2,NS
OTU19069,3,2.84,2,3,NS
OTU5503,3,3.8,3,4,NS
OTU12526,3,11.23,9,13,Specialists
OTU7914,3,2.91,2,3,NS
OTU5707,10,16.38,13.475,19,Specialists
OTU13922,3,3.85,3,4,NS
OTU2865,12,19.73,16,23,Specialists
OTU8434,2,4.8,4,5,Specialists
OTU12365,2,1.98,2,2,NS
OTU16845,10,13.3,10.475,15,Specialists
OTU9174,8,15.41,12.475,18,Specialists
OTU30894,5,4.74,3.475,5,NS
OTU15978,1,1.96,1,2,NS
OTU27313,2,1.94,1,2,NS
OTU1727,20,28.39,24,32,Specialists
OTU13245,3,2.9,2,3,NS
OTU15354,3,2.88,2,3,NS
OTU12401,3,3.86,3,4,NS
OTU5795,4,6.62,6,7,Specialists
OTU30651,3,5.53,4,6,Specialists
OTU6693,14,32.27,27,37,Specialists
OTU56023,6,8.15,6.475,9,Specialists
OTU36125,2,1.98,2,2,NS
OTU16324,5,4.72,4,5,NS
OTU9912,2,2.95,2,3,NS
OTU13233,4,5.66,5,6,Specialists
OTU7007,5,4.73,4,5,NS
OTU11131,2,1.98,2,2,NS
OTU9416,2,1.98,2,2,NS
OTU5328,27,34.17,28.475,40,Specialists
OTU57745,5,4.67,4,5,NS
OTU61467,5,7.3,6,8,Specialists
OTU5543,12,31.94,28,37.525,Specialists
OTU14996,2,1.98,2,2,NS
OTU15276,7,8.15,6,9,NS
OTU8522,8,10.58,9,12,Specialists
OTU19664,2,1.97,1.475,2,NS
OTU65703,3,2.97,2.475,3,NS
OTU80738,2,1.95,1,2,NS
OTU4873,7,7.26,6,8,NS
OTU11326,5,4.84,4,5,NS
OTU15970,15,26.88,22,32,Specialists
OTU2488,29,47.96,42.475,54.525,Specialists
OTU14694,3,2.94,2,3,NS
OTU14200,1,1.99,2,2,Specialists
OTU8151,4,6.49,5,7,Specialists
OTU15353,1,1.95,1,2,NS
OTU12796,7,9.68,7.475,11,Specialists
OTU24407,6,6.43,5,7,NS
OTU47707,2,1.99,2,2,NS
OTU49528,2,1.99,2,2,NS
OTU2847,7,14.16,11.475,16,Specialists
OTU24111,3,2.89,2,3,NS
OTU338,18,65.56,58.475,74.525,Specialists
OTU7612,3,3.84,3,4,NS
OTU28411,15,23.75,19,27,Specialists
OTU7417,13,16.83,13.475,19,Specialists
OTU15520,2,2.87,2,3,NS
OTU7600,5,11.98,9,14,Specialists
OTU23240,2,2.94,2,3,NS
OTU11885,5,4.75,4,5,NS
OTU14177,4,3.81,3,4,NS
OTU63086,1,1.97,1.475,2,Specialists
OTU4158,11,14.05,11.475,17,Specialists
OTU16474,2,1.97,1.475,2,NS
OTU24196,2,1.98,2,2,NS
OTU6187,6,6.34,5,7,NS
OTU7599,5,6.5,5,7,NS
OTU3905,15,15.88,13,18.525,NS
OTU3356,8,12.64,10,15,Specialists
OTU3349,12,15.14,12.475,18,Specialists
OTU2338,12,24.44,20,29,Specialists
OTU2748,11,22.73,19,26,Specialists
OTU21585,2,1.99,2,2,NS
OTU3922,23,27.45,23,31.525,NS
OTU8242,12,17.33,14,20,Specialists
OTU6108,5,7.32,5.475,8,Specialists
OTU19993,4,3.86,3,4,NS
OTU11539,4,3.8,3,4,NS
OTU7197,8,8.83,7,10,NS
OTU57646,2,1.99,2,2,NS
OTU72716,2,1.99,2,2,NS
OTU23252,3,2.95,2,3,NS
OTU11803,1,1.95,1,2,NS
OTU18175,2,1.97,1.475,2,NS
OTU23973,2,1.96,1,2,NS
OTU33172,1,1.98,2,2,Specialists
OTU10329,2,1.96,1,2,NS
OTU24085,3,2.92,2,3,NS
OTU24116,9,27.39,23.475,31.525,Specialists
OTU15164,3,2.93,2,3,NS
OTU3330,9,17.38,14,20.525,Specialists
OTU3085,9,14.19,11,17,Specialists
OTU50613,3,2.89,2,3,NS
