"","Domain","Sign","Phylum","Class","Order","Family","Genus","Species","SRR13801565","SRR13801564","SRR13801563","SRR13801566","SRR13801561","SRR13801559","SRR13801558","SRR13801556","SRR13801555","SRR13801549"
"OTU9733","Fungi","Generalists","Mucoromycota","Glomeromycetes","Glomerales","Glomeraceae","uncl_Glomeraceae","uncl_Glomeraceae","0.000197706603400554","9.88533017002768e-05","0","0","0.000494266508501384","0","0","0","0","0"
"OTU7646","Fungi","Generalists","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae","uncl_Chaetomiaceae","uncl_Chaetomiaceae","0","0","0","9.88533017002768e-05","0","0.00029655990510083","0","0","0","0"
"OTU1794","Fungi","Generalists","Mucoromycota","Glomeromycetes","Glomerales","Glomeraceae","uncl_Glomeraceae","uncl_Glomeraceae","0.0179913009094504","0","0","0.000790826413602214","9.88533017002768e-05","0","0","0","0","0"
"OTU2210","Fungi","Generalists","Mucoromycota","Glomeromycetes","Glomerales","Glomeraceae","uncl_Glomeraceae","uncl_Glomeraceae","0.00860023724792408","0","0","0","0","0","0","0","0","0"
"OTU11686","Fungi","Generalists","Mucoromycota","Glomeromycetes","uncl_Glomeromycetes","uncl_Glomeromycetes","uncl_Glomeromycetes","uncl_Glomeromycetes","0.00652431791221827","0.000197706603400554","0","0","0","0","0.000197706603400554","0","0","0"
"OTU2040","Fungi","Generalists","Mucoromycota","Glomeromycetes","Glomerales","Glomeraceae","uncl_Glomeraceae","uncl_Glomeraceae","0","0","0","0","0","0","9.88533017002768e-05","0","0","0"
"OTU9928","Fungi","Generalists","Mucoromycota","Glomeromycetes","Glomerales","Glomeraceae","uncl_Glomeraceae","uncl_Glomeraceae","0.00029655990510083","0","0","0","0","0","0","0","0","0"
"OTU12949","Fungi","Generalists","Mucoromycota","Glomeromycetes","Glomerales","uncl_Glomerales","uncl_Glomerales","uncl_Glomerales","0","0","0","0","0","0","0.000197706603400554","0","0","0"
"OTU309","Fungi","Generalists","Ascomycota","uncl_Ascomycota","uncl_Ascomycota","uncl_Ascomycota","uncl_Ascomycota","uncl_Ascomycota","0.000395413206801107","0","0","0","0.000494266508501384","0","0","0","0","0"
"OTU1597","Fungi","Generalists","Mucoromycota","Glomeromycetes","Glomerales","uncl_Glomerales","uncl_Glomerales","uncl_Glomerales","9.88533017002768e-05","0","0","0","0","0","0","0","0","0"
"OTU65","Fungi","Generalists","Ascomycota","Dothideomycetes","Pleosporales","uncl_Pleosporales","uncl_Pleosporales","uncl_Pleosporales","0.00029655990510083","0","0","0","0","0","0","0","0","0"
"OTU77","Fungi","Generalists","Ascomycota","Sordariomycetes","Sordariales","uncl_Sordariales","uncl_Sordariales","uncl_Sordariales","0.000395413206801107","0.000197706603400554","0","0","0","0","0","0","0","0"
"OTU9345","Fungi","Generalists","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae","uncl_Chaetomiaceae","uncl_Chaetomiaceae","9.88533017002768e-05","0.00148279952550415","0","0","0","0","0","0","0","0"
"OTU172","Fungi","Specialists","Basidiomycota","Agaricomycetes","Agaricales","Marasmiaceae","uncl_Marasmiaceae","uncl_Marasmiaceae","0","0","0","9.88533017002768e-05","0","0","9.88533017002768e-05","0","0","9.88533017002768e-05"
"OTU8659","Fungi","Generalists","Basidiomycota","Agaricomycetes","Agaricales","Inocybaceae","Inocybe","uncl_Inocybe","0","0","9.88533017002768e-05","0.000494266508501384","0.000197706603400554","0","0","0","0","0"
"OTU1186","Fungi","Generalists","Basidiomycota","Agaricomycetes","Cantharellales","Ceratobasidiaceae","uncl_Ceratobasidiaceae","uncl_Ceratobasidiaceae","0","0","0","0","0","0","0.000197706603400554","0","0","0"
"OTU2604","Fungi","Generalists","Mucoromycota","Glomeromycetes","Glomerales","Glomeraceae","Rhizophagus","uncl_Rhizophagus","0","0","0","0","0","0","0","0","0.000197706603400554","0"
"OTU84","Fungi","Specialists","Ascomycota","Sordariomycetes","Hypocreales","uncl_Hypocreales","uncl_Hypocreales","uncl_Hypocreales","0.0773032819296165","0.107453538948201","0","0.00247133254250692","0.0183867141162515","9.88533017002768e-05","0.00266903914590747","0","0","0"
"OTU5960","Fungi","Generalists","Mucoromycota","Glomeromycetes","Glomerales","Glomeraceae","uncl_Glomeraceae","uncl_Glomeraceae","0.00158165282720443","0","0","0","0","0","0","0","0","0"
"OTU5956","Fungi","Specialists","Ascomycota","Sordariomycetes","uncl_Sordariomycetes","uncl_Sordariomycetes","uncl_Sordariomycetes","uncl_Sordariomycetes","0.000593119810201661","0","0","0","0","0","0","0","0","0"
"OTU1339","Fungi","Generalists","Mucoromycota","Glomeromycetes","Glomerales","Glomeraceae","uncl_Glomeraceae","uncl_Glomeraceae","9.88533017002768e-05","0","0","0","0","0","0","0","0","0"
"OTU834","Fungi","Specialists","Ascomycota","Sordariomycetes","Hypocreales","uncl_Hypocreales","uncl_Hypocreales","uncl_Hypocreales","0","0","0.0379596678529063","0","0","0","0","0","0","0"
"OTU9696","Fungi","Generalists","Mucoromycota","Glomeromycetes","Glomerales","Glomeraceae","Kamienskia","Kamienskia_divaricata","0","0.000988533017002768","0.000593119810201661","0","0.00158165282720443","0.00158165282720443","0","9.88533017002768e-05","0","0"
"OTU1429","Fungi","Generalists","Mucoromycota","Glomeromycetes","Glomerales","Glomeraceae","Kamienskia","Kamienskia_divaricata","0.00266903914590747","0.0012850929221036","0.000593119810201661","0.00029655990510083","0.000395413206801107","0.00691973111901938","0","0.000197706603400554","0.000395413206801107","0"
"OTU782","Fungi","Specialists","Ascomycota","Pezizomycetes","Pezizales","uncl_Pezizales","uncl_Pezizales","uncl_Pezizales","0","0.00029655990510083","0","0","0","0","0","0","0","0"
"OTU3053","Fungi","Generalists","Chytridiomycota","Spizellomycetes","Spizellomycetales","Spizellomycetaceae","Spizellomyces","Spizellomyces_acuminatus","0.00879794385132463","0","0","0.00138394622380388","0","0","0","0","0","0"
"OTU3688","Fungi","Specialists","Ascomycota","Dothideomycetes","Pleosporales","Sporormiaceae","uncl_Sporormiaceae","uncl_Sporormiaceae","0","0.000593119810201661","0","0","0","0","0","0","0","0"
"OTU11893","Fungi","Generalists","Mucoromycota","uncl_Mucoromycota","uncl_Mucoromycota","uncl_Mucoromycota","uncl_Mucoromycota","uncl_Mucoromycota","0.000197706603400554","0","0","0","0","0","0","0","0","0"
"OTU4249","Fungi","Generalists","Mucoromycota","Glomeromycetes","Glomerales","Glomeraceae","uncl_Glomeraceae","uncl_Glomeraceae","9.88533017002768e-05","0","0","0","0","9.88533017002768e-05","0","0","0","0"
"OTU8630","Fungi","Generalists","Mucoromycota","Glomeromycetes","Glomerales","Glomeraceae","uncl_Glomeraceae","uncl_Glomeraceae","9.88533017002768e-05","0","0","0","0","0","0","0","0","0"
"OTU2000","Fungi","Generalists","Ascomycota","Saccharomycetes","uncl_Saccharomycetes","uncl_Saccharomycetes","uncl_Saccharomycetes","uncl_Saccharomycetes","0","0","0","0","0","0","9.88533017002768e-05","0","0","0"
"OTU11370","Fungi","Generalists","Mucoromycota","Glomeromycetes","Glomerales","Glomeraceae","Kamienskia","Kamienskia_divaricata","0.000197706603400554","0","0","0","0.000197706603400554","0.000395413206801107","0","0","0","0"
"OTU2375","Fungi","Generalists","Ascomycota","uncl_Ascomycota","uncl_Ascomycota","uncl_Ascomycota","uncl_Ascomycota","uncl_Ascomycota","0","0","0","0","0","0","0","9.88533017002768e-05","0","9.88533017002768e-05"
"OTU3721","Fungi","Generalists","Ascomycota","uncl_Ascomycota","uncl_Ascomycota","uncl_Ascomycota","uncl_Ascomycota","uncl_Ascomycota","0.000395413206801107","0","0","0","0","0","0","0","0","0"
"OTU2686","Fungi","Generalists","Ascomycota","Eurotiomycetes","Eurotiales","uncl_Eurotiales","uncl_Eurotiales","uncl_Eurotiales","0.00158165282720443","0","0.000988533017002768","0","0.000494266508501384","0","0","0","0","0"
"OTU1957","Fungi","Specialists","Ascomycota","Dothideomycetes","uncl_Dothideomycetes","uncl_Dothideomycetes","uncl_Dothideomycetes","uncl_Dothideomycetes","0","0","0","0","0","0","0.000197706603400554","0","0","0"
"OTU1492","Fungi","Generalists","Ascomycota","Dothideomycetes","Pleosporales","Periconiaceae","Periconia","Periconia_epilithographicola","0","0","0","0","0","0","0","0","0","9.88533017002768e-05"
"OTU6313","Fungi","Generalists","Ascomycota","uncl_Ascomycota","uncl_Ascomycota","uncl_Ascomycota","uncl_Ascomycota","uncl_Ascomycota","0.000988533017002768","0","0","0","0","0","0","0","0","0"
"OTU2852","Fungi","Generalists","Mucoromycota","Glomeromycetes","Glomerales","Glomeraceae","Rhizophagus","uncl_Rhizophagus","0.00029655990510083","0","0","0","0","0","0","0","0","9.88533017002768e-05"
"OTU910","Fungi","Generalists","Ascomycota","Eurotiomycetes","Chaetothyriales","uncl_Chaetothyriales","uncl_Chaetothyriales","uncl_Chaetothyriales","0","0","0.00138394622380388","0","0.0025701858442072","0","0.0025701858442072","0","0.00138394622380388","0.000494266508501384"
"OTU1437","Fungi","Specialists","Ascomycota","Sordariomycetes","Hypocreales","uncl_Hypocreales","uncl_Hypocreales","uncl_Hypocreales","0","9.88533017002768e-05","0","0","0","0","0","0","0","0"
"OTU6154","Fungi","Generalists","Mucoromycota","Glomeromycetes","Glomerales","uncl_Glomerales","uncl_Glomerales","uncl_Glomerales","0","0","0.000494266508501384","0","0","0","0","0","0","0"
"OTU353","Fungi","Specialists","Basidiomycota","Agaricomycetes","Agaricales","Strophariaceae","Stropharia","uncl_Stropharia","0","0","0","9.88533017002768e-05","0","0","0","0","0","0"
"OTU4348","Fungi","Specialists","Ascomycota","Lecanoromycetes","uncl_Lecanoromycetes","uncl_Lecanoromycetes","uncl_Lecanoromycetes","uncl_Lecanoromycetes","0","0","0","0","0","0","0.000395413206801107","0","0","0"
"OTU332","Fungi","Generalists","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae","uncl_Chaetomiaceae","uncl_Chaetomiaceae","0","0","0","0","0","9.88533017002768e-05","0","0","0","0"
"OTU654","Fungi","Specialists","Basidiomycota","Agaricomycetes","Agaricales","Bolbitiaceae","uncl_Bolbitiaceae","uncl_Bolbitiaceae","0","0","0.0197706603400554","0","0","0","0","0","0","0"
"OTU1313","Fungi","Specialists","Basidiomycota","Agaricomycetes","Geastrales","Sphaerobolaceae","uncl_Sphaerobolaceae","uncl_Sphaerobolaceae","0","0","0","0","0","0","0","0","0","9.88533017002768e-05"
"OTU297","Fungi","Specialists","Ascomycota","Sordariomycetes","uncl_Sordariomycetes","uncl_Sordariomycetes","uncl_Sordariomycetes","uncl_Sordariomycetes","0","0","0","0","0","0.0166073546856465","0","0.000197706603400554","0.000593119810201661","9.88533017002768e-05"
"OTU2086","Fungi","Specialists","Basidiomycota","Agaricomycetes","Agaricales","Bolbitiaceae","uncl_Bolbitiaceae","uncl_Bolbitiaceae","0.0480427046263345","0","0","0","0","0","0","0.00168050612890471","0","0"
"OTU11896","Fungi","Generalists","Mucoromycota","Glomeromycetes","Glomerales","Glomeraceae","uncl_Glomeraceae","uncl_Glomeraceae","0.000494266508501384","0","0","9.88533017002768e-05","0","0","0","0","0","0"
"OTU803","Fungi","Specialists","Basidiomycota","Agaricomycetes","Corticiales","Corticiaceae","uncl_Corticiaceae","uncl_Corticiaceae","0","0","0","0","0.000988533017002768","0","0","0","0","0"
"OTU126","Fungi","Generalists","Basidiomycota","Agaricomycetes","Agaricales","uncl_Agaricales","uncl_Agaricales","uncl_Agaricales","0","0","0.00029655990510083","0","0","0","0","0","0.000790826413602214","0"
"OTU5324","Fungi","Specialists","Ascomycota","Sordariomycetes","uncl_Sordariomycetes","uncl_Sordariomycetes","uncl_Sordariomycetes","uncl_Sordariomycetes","0","0","0.0480427046263345","0","0","0","0","0","0","0"
"OTU1618","Fungi","Specialists","Ascomycota","Eurotiomycetes","Chaetothyriales","uncl_Chaetothyriales","uncl_Chaetothyriales","uncl_Chaetothyriales","0.000988533017002768","0.0163107947805457","0","0","0.00197706603400554","0.011071569790431","9.88533017002768e-05","0","0","0"
"OTU3070","Fungi","Specialists","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusarium","uncl_Fusarium","0","0","0","0","9.88533017002768e-05","0","0","0","0","9.88533017002768e-05"
"OTU418","Fungi","Specialists","Ascomycota","Sordariomycetes","Magnaporthales","uncl_Magnaporthales","uncl_Magnaporthales","uncl_Magnaporthales","0","0","0","0","0","0","0.00217477263740609","0","0","0"
"OTU3905","Fungi","Generalists","Mucoromycota","Glomeromycetes","Glomerales","Glomeraceae","uncl_Glomeraceae","uncl_Glomeraceae","0","0","0","0","0","0","0.000691973111901938","0","0.00138394622380388","0"
"OTU646","Fungi","Specialists","Basidiomycota","Agaricomycetes","Boletales","Rhizopogonaceae","uncl_Rhizopogonaceae","uncl_Rhizopogonaceae","0","0","0.000197706603400554","0","0","0","0","0","0","0"
"OTU5153","Fungi","Generalists","Basidiomycota","Agaricomycetes","uncl_Agaricomycetes","uncl_Agaricomycetes","uncl_Agaricomycetes","uncl_Agaricomycetes","0.000197706603400554","0.000691973111901938","0","0","0","0.000790826413602214","0","0","0","0"
"OTU5953","Fungi","Specialists","Basidiomycota","Agaricomycetes","Agaricales","Entolomataceae","Clitopilus","uncl_Clitopilus","0","0.0116646896006327","0","0","0","0","0","0","0","0"
"OTU2263","Fungi","Specialists","Ascomycota","Sordariomycetes","Xylariales","uncl_Xylariales","uncl_Xylariales","uncl_Xylariales","0","0.00029655990510083","0","0","0","0","0","0","0","0"
"OTU11682","Fungi","Generalists","Ascomycota","Sordariomycetes","Sordariales","Podosporaceae","Podospora","uncl_Podospora","0","9.88533017002768e-05","0","0","0","0","0","0","0","0"
"OTU4077","Fungi","Generalists","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Neosetophoma","uncl_Neosetophoma","0","0","0","0","0","0.00029655990510083","0","0","0","0"
"OTU371","Fungi","Specialists","Ascomycota","Sordariomycetes","Hypocreales","uncl_Hypocreales","uncl_Hypocreales","uncl_Hypocreales","0","0","0","0","0","0","0","0","0.000197706603400554","0"
"OTU2262","Fungi","Specialists","Mucoromycota","Glomeromycetes","Glomerales","Glomeraceae","Kamienskia","uncl_Kamienskia","0","0.000691973111901938","0","0","0.00108738631870304","0.00543693159351522","0","9.88533017002768e-05","0","0"
"OTU2882","Fungi","Specialists","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Edenia","uncl_Edenia","0","0","0.000395413206801107","0","0","0","0","0","0","0"
"OTU1879","Fungi","Singleton","Mucoromycota","Glomeromycetes","Glomerales","Glomeraceae","uncl_Glomeraceae","uncl_Glomeraceae","9.88533017002768e-05","0","0","0","0","0","0","0","0","0"
"OTU12110","Fungi","Generalists","Ascomycota","Sordariomycetes","Hypocreales","uncl_Hypocreales","uncl_Hypocreales","uncl_Hypocreales","0.000395413206801107","0.00276789244760775","0","9.88533017002768e-05","0","0","0","0","0","0"
"OTU88","Fungi","Generalists","Ascomycota","Sordariomycetes","Hypocreales","uncl_Hypocreales","uncl_Hypocreales","uncl_Hypocreales","0.000593119810201661","0.000197706603400554","0","0","0","0","0","0","0","0"
"OTU12356","Fungi","Generalists","Mucoromycota","Glomeromycetes","Glomerales","Glomeraceae","uncl_Glomeraceae","uncl_Glomeraceae","9.88533017002768e-05","0","0","9.88533017002768e-05","0","0","0","0","0","0"
"OTU1017","Fungi","Generalists","Ascomycota","Eurotiomycetes","Chaetothyriales","uncl_Chaetothyriales","uncl_Chaetothyriales","uncl_Chaetothyriales","0","0","0","0","0","0","9.88533017002768e-05","0","0","0"
"OTU4085","Fungi","Generalists","Mucoromycota","Glomeromycetes","Glomerales","Glomeraceae","uncl_Glomeraceae","uncl_Glomeraceae","0","0","0","0","0.000593119810201661","0","0","0","0","0"
"OTU2695","Fungi","Specialists","Mucoromycota","Mortierellomycetes","Mortierellales","uncl_Mortierellales","uncl_Mortierellales","uncl_Mortierellales","0.000790826413602214","0.0783906682483195","0.00494266508501384","0","0","0","0","0","0","0"
"OTU3242","Fungi","Specialists","Ascomycota","Sordariomycetes","Xylariales","uncl_Xylariales","uncl_Xylariales","uncl_Xylariales","0","0","0","0.333135626729933","0","0","0","0","0","0"
"OTU1403","Fungi","Singleton","Basidiomycota","Agaricomycetes","uncl_Agaricomycetes","uncl_Agaricomycetes","uncl_Agaricomycetes","uncl_Agaricomycetes","0","0","0","0","0","0","0","0","9.88533017002768e-05","0"
"OTU3322","Fungi","Specialists","Mucoromycota","uncl_Mucoromycota","uncl_Mucoromycota","uncl_Mucoromycota","uncl_Mucoromycota","uncl_Mucoromycota","0.00583234480031633","0.00108738631870304","0.000395413206801107","0","0.011071569790431","0","0","0","0","0"
"OTU1236","Fungi","Specialists","Ascomycota","Sordariomycetes","uncl_Sordariomycetes","uncl_Sordariomycetes","uncl_Sordariomycetes","uncl_Sordariomycetes","0","0","0","0.0234282325029656","0","0.127421905891657","0","0","0","0"
"OTU2022","Fungi","Specialists","Basidiomycota","Agaricomycetes","Agaricales","Agaricaceae","Agaricus","uncl_Agaricus","0","0.102609727164887","0","0","0","0","0","9.88533017002768e-05","0","0"
"OTU2418","Fungi","Specialists","Basidiomycota","Agaricomycetes","Agaricales","uncl_Agaricales","uncl_Agaricales","uncl_Agaricales","0.000593119810201661","0","0.000395413206801107","0","0","0","0","0","0.00771055753262159","0"
"OTU1045","Fungi","Specialists","Ascomycota","uncl_Ascomycota","uncl_Ascomycota","uncl_Ascomycota","uncl_Ascomycota","uncl_Ascomycota","0","0","0","0","9.88533017002768e-05","0.242487149070779","0.00029655990510083","0.0345986555950969","9.88533017002768e-05","0"
"OTU608","Fungi","Specialists","Basidiomycota","Agaricomycetes","Trechisporales","uncl_Trechisporales","uncl_Trechisporales","uncl_Trechisporales","0","0","0","9.88533017002768e-05","0","0","0","0","0","0"
"OTU1576","Fungi","Specialists","Basidiomycota","Agaricomycetes","Trechisporales","Hydnodontaceae","Trechispora","uncl_Trechispora","0","0","0","0","9.88533017002768e-05","0","0","0","0","0"
"OTU5296","Fungi","Specialists","Ascomycota","Dothideomycetes","Dothideales","uncl_Dothideales","uncl_Dothideales","uncl_Dothideales","0","0","0","0","0","0","0.00168050612890471","0","0","0"
"OTU1925","Fungi","Specialists","Basidiomycota","Agaricomycetes","Agaricales","uncl_Agaricales","uncl_Agaricales","uncl_Agaricales","0","0","0","0","0","9.88533017002768e-05","0","0","0","0"
"OTU1654","Fungi","Specialists","Basidiomycota","Agaricomycetes","uncl_Agaricomycetes","uncl_Agaricomycetes","uncl_Agaricomycetes","uncl_Agaricomycetes","0","0","0","0","0","0","9.88533017002768e-05","0","0","0"
"OTU3946","Fungi","Specialists","Ascomycota","Sordariomycetes","Xylariales","uncl_Xylariales","uncl_Xylariales","uncl_Xylariales","0","0","0","0.00840253064452353","0","0","0","0","0","0"
"OTU1274","Fungi","Specialists","Basidiomycota","Agaricomycetes","Agaricales","Entolomataceae","Clitopilus","uncl_Clitopilus","0","0","0","0","0","0","0","0.0308422301304864","0","0"
"OTU1317","Fungi","Specialists","Basidiomycota","Agaricomycetes","Phallales","Phallaceae","Phallus","Phallus_rubicundus","0","0","0","0","0","0.000889679715302491","0","0","0","0"
"OTU12554","Fungi","Specialists","Ascomycota","Sordariomycetes","uncl_Sordariomycetes","uncl_Sordariomycetes","uncl_Sordariomycetes","uncl_Sordariomycetes","0","0","0","0","0","9.88533017002768e-05","0","0","0","0"
"OTU9258","Fungi","Specialists","Ascomycota","uncl_Ascomycota","uncl_Ascomycota","uncl_Ascomycota","uncl_Ascomycota","uncl_Ascomycota","0","0.000889679715302491","0","0","0","0","0","0","0","0"
"OTU4675","Fungi","Specialists","Mucoromycota","uncl_Mucoromycota","uncl_Mucoromycota","uncl_Mucoromycota","uncl_Mucoromycota","uncl_Mucoromycota","0","0","0","0","0","0.0105773032819296","0","0","0","0"
"OTU9949","Fungi","Singleton","Ascomycota","Dothideomycetes","Pleosporales","Sporormiaceae","Westerdykella","uncl_Westerdykella","0","0","0","0","0","0","0","9.88533017002768e-05","0","0"
"OTU5833","Fungi","Specialists","Ascomycota","Pezizomycetes","Pezizales","Pezizaceae","uncl_Pezizaceae","uncl_Pezizaceae","0","0","0","0","0.00237247924080664","0","0","0","0","0"
"OTU1136","Fungi","Singleton","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","uncl_Phaeosphaeriaceae","uncl_Phaeosphaeriaceae","0","0","0","0","0","9.88533017002768e-05","0","0","0","0"
"OTU3228","Fungi","Specialists","Mucoromycota","Glomeromycetes","Glomerales","uncl_Glomerales","uncl_Glomerales","uncl_Glomerales","0.0104784499802293","0","0","0","0","0","0","0","0","0"
"OTU10621","Fungi","Singleton","Ascomycota","Saccharomycetes","Saccharomycetales","uncl_Saccharomycetales","uncl_Saccharomycetales","uncl_Saccharomycetales","9.88533017002768e-05","0","0","0","0","0","0","0","0","0"
"OTU9276","Fungi","Singleton","Ascomycota","Sordariomycetes","Coniochaetales","uncl_Coniochaetales","uncl_Coniochaetales","uncl_Coniochaetales","9.88533017002768e-05","0","0","0","0","0","0","0","0","0"
"OTU11904","Fungi","Singleton","Mucoromycota","Umbelopsidomycetes","Umbelopsidales","Umbelopsidaceae","Umbelopsis","Umbelopsis_changbaiensis","9.88533017002768e-05","0","0","0","0","0","0","0","0","0"
"OTU2116","Fungi","Singleton","Basidiomycota","Agaricomycetes","Agaricales","Bolbitiaceae","uncl_Bolbitiaceae","uncl_Bolbitiaceae","9.88533017002768e-05","0","0","0","0","0","0","0","0","0"
"OTU6567","Fungi","Specialists","Ascomycota","Dothideomycetes","uncl_Dothideomycetes","uncl_Dothideomycetes","uncl_Dothideomycetes","uncl_Dothideomycetes","0","0.0025701858442072","0","0","0","0","0","0","0","0"
"OTU8199","Fungi","Specialists","Mucoromycota","Mortierellomycetes","Mortierellales","uncl_Mortierellales","uncl_Mortierellales","uncl_Mortierellales","0","0.00563463819691578","9.88533017002768e-05","0","0","0","0","0","0","0"
"OTU2784","Fungi","Singleton","Mucoromycota","Mortierellomycetes","Mortierellales","uncl_Mortierellales","uncl_Mortierellales","uncl_Mortierellales","0","9.88533017002768e-05","0","0","0","0","0","0","0","0"
"OTU472","Fungi","Specialists","Ascomycota","Dothideomycetes","Pleosporales","uncl_Pleosporales","uncl_Pleosporales","uncl_Pleosporales","0","0","0.0929221035982602","0","0","0","0","0","0","0"
"OTU3569","Fungi","Specialists","Mucoromycota","Mortierellomycetes","Mortierellales","Mortierellaceae","uncl_Mortierellaceae","uncl_Mortierellaceae","0","0","0.00177935943060498","0","0","0","0","0","0","0"
"OTU3824","Fungi","Specialists","Ascomycota","Pezizomycetes","Pezizales","Pezizaceae","Phaeopezia","Phaeopezia_calongei","0","0","0.00217477263740609","0","0","0","0","0","0","0"
"OTU6379","Fungi","Specialists","Basidiomycota","Agaricomycetes","Agaricales","Entolomataceae","Clitopilus","uncl_Clitopilus","0","0","0.000197706603400554","0.00395413206801107","0","0","0","0.00958877026492685","0","0.0042506919731119"
"OTU6985","Fungi","Singleton","Basidiomycota","Agaricomycetes","Agaricales","Entolomataceae","Clitopilus","uncl_Clitopilus","0","0","0","9.88533017002768e-05","0","0","0","0","0","0"
"OTU4140","Fungi","Specialists","Ascomycota","uncl_Ascomycota","uncl_Ascomycota","uncl_Ascomycota","uncl_Ascomycota","uncl_Ascomycota","0","0","0","0","0","0.0113681296955318","0","0","0","0"
"OTU6445","Fungi","Specialists","Ascomycota","uncl_Ascomycota","uncl_Ascomycota","uncl_Ascomycota","uncl_Ascomycota","uncl_Ascomycota","0","0","0","0","0","0.0025701858442072","0","0","0","0"
"OTU11692","Fungi","Specialists","Basidiomycota","Microbotryomycetes","uncl_Microbotryomycetes","uncl_Microbotryomycetes","uncl_Microbotryomycetes","uncl_Microbotryomycetes","0","0","0","0","0","0.000593119810201661","0","0","0","0"
"OTU9490","Fungi","Specialists","Mucoromycota","Glomeromycetes","Glomerales","uncl_Glomerales","uncl_Glomerales","uncl_Glomerales","0","0","0","0","0","0.000889679715302491","0","0","0","0"
"OTU2259","Fungi","Specialists","Basidiomycota","Agaricomycetes","Agaricales","Amanitaceae","uncl_Amanitaceae","uncl_Amanitaceae","0","0","0","0","0","0","9.88533017002768e-05","9.88533017002768e-05","0.011071569790431","0"
"OTU9240","Fungi","Singleton","Ascomycota","Dothideomycetes","Tubeufiales","uncl_Tubeufiales","uncl_Tubeufiales","uncl_Tubeufiales","0","0","0","0","0","0","9.88533017002768e-05","0","0","0"
"OTU3091","Fungi","Singleton","Basidiomycota","Agaricomycetes","uncl_Agaricomycetes","uncl_Agaricomycetes","uncl_Agaricomycetes","uncl_Agaricomycetes","0","0","0","0","0","0","0","9.88533017002768e-05","0","0"
"OTU9717","Fungi","Singleton","Ascomycota","Eurotiomycetes","Onygenales","Onygenaceae","Amauroascus","uncl_Amauroascus","0","0","0","0","0","0","0","9.88533017002768e-05","0","0"
