"","Taxa","Occurrence","Domain","Phylum","Class","Order","Family","Genus"
"OTU17","OTU17",0.697674418604651,"Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Promicromonosporaceae","Promicromonospora"
"OTU5","OTU5",1,"Bacteria","Actinobacteria","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces"
"OTU31","OTU31",1,"Bacteria","Actinobacteria","Actinobacteria","Micromonosporales","Micromonosporaceae","uncl_Micromonosporaceae"
"OTU71","OTU71",1,"Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","uncl_Myxococcales","uncl_Myxococcales"
"OTU61","OTU61",1,"Bacteria","Actinobacteria","Actinobacteria","Micromonosporales","Micromonosporaceae","Virgisporangium"
"OTU3","OTU3",1,"Bacteria","Actinobacteria","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","uncl_Pseudonocardiaceae"
"OTU4781","OTU4781",0.848837209302326,"Bacteria","Acidobacteria","Acidobacteria_Gp6","uncl_Acidobacteria_Gp6","uncl_Acidobacteria_Gp6","uncl_Acidobacteria_Gp6"
"OTU49","OTU49",1,"Bacteria","Actinobacteria","Actinobacteria","Mycobacteriales","Mycobacteriaceae","Mycobacterium"
"OTU43","OTU43",1,"Bacteria","Actinobacteria","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Pseudonocardia"
"OTU138","OTU138",1,"Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Fulvivirgaceae","Chryseolinea"
"OTU77","OTU77",1,"Bacteria","Actinobacteria","Actinobacteria","Propionibacteriales","Nocardioidaceae","Aeromicrobium"
"OTU83440","OTU83440",1,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Devosiaceae","Devosia"
"OTU8308","OTU8308",0.244186046511628,"Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Erythrobacteraceae","Altererythrobacter"
"OTU13","OTU13",1,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","uncl_Rhizobiales","uncl_Rhizobiales"
"OTU62369","OTU62369",0.732558139534884,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","Hyphomicrobium"
"OTU22643","OTU22643",0.0813953488372093,"Bacteria","Actinobacteria","Thermoleophilia","Solirubrobacterales","Conexibacteraceae","uncl_Conexibacteraceae"
"OTU46","OTU46",1,"Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","uncl_Microbacteriaceae"
"OTU53","OTU53",1,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","uncl_Comamonadaceae"
"OTU3570","OTU3570",0.0232558139534884,"Bacteria","Actinobacteria","Actinobacteria","Mycobacteriales","Segniliparaceae","Segniliparus"
"OTU116","OTU116",0.988372093023256,"Bacteria","Bacteroidetes","Chitinophagia","Chitinophagales","Chitinophagaceae","Terrimonas"
"OTU189","OTU189",1,"Bacteria","Proteobacteria","Gammaproteobacteria","uncl_Gammaproteobacteria","uncl_Gammaproteobacteria","uncl_Gammaproteobacteria"
"OTU12","OTU12",0.988372093023256,"Bacteria","Proteobacteria","Gammaproteobacteria","Nevskiales","Steroidobacteraceae","Steroidobacter"
"OTU36547","OTU36547",1,"Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Phenylobacterium"
"OTU552","OTU552",0.895348837209302,"Bacteria","Actinobacteria","Actinobacteria","Geodermatophilales","Geodermatophilaceae","Blastococcus"
"OTU79","OTU79",0.825581395348837,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Phyllobacteriaceae","Phyllobacterium"
"OTU28","OTU28",1,"Bacteria","Actinobacteria","Actinobacteria","Kineosporiales","Kineosporiaceae","uncl_Kineosporiaceae"
"OTU515","OTU515",0.36046511627907,"Bacteria","Actinobacteria","Actinobacteria","Glycomycetales","Glycomycetaceae","Glycomyces"
"OTU65","OTU65",0.86046511627907,"Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","uncl_Xanthomonadaceae"
"OTU683","OTU683",1,"Bacteria","Actinobacteria","Thermoleophilia","Solirubrobacterales","uncl_Solirubrobacterales","uncl_Solirubrobacterales"
"OTU124","OTU124",0.802325581395349,"Bacteria","Actinobacteria","Acidimicrobiia","Acidimicrobiales","Iamiaceae","Iamia"
"OTU252","OTU252",1,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Massilia"
"OTU62","OTU62",0.651162790697674,"Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Pseudoxanthomonas"
"OTU54","OTU54",1,"Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Erythrobacteraceae","uncl_Erythrobacteraceae"
"OTU56102","OTU56102",0.779069767441861,"Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Microbacterium"
"OTU10","OTU10",1,"Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas"
"OTU180","OTU180",0.837209302325581,"Bacteria","Actinobacteria","Actinobacteria","Streptosporangiales","Thermomonosporaceae","Actinomadura"
"OTU108","OTU108",1,"Bacteria","Acidobacteria","Acidobacteria_Gp16","uncl_Acidobacteria_Gp16","uncl_Acidobacteria_Gp16","Gp16"
"OTU60","OTU60",0.813953488372093,"Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae","uncl_Micrococcaceae"
"OTU37","OTU37",1,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Phyllobacteriaceae","Mesorhizobium"
"OTU24","OTU24",0.988372093023256,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Methylobacteriaceae","Microvirga"
"OTU82","OTU82",0.848837209302326,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Variovorax"
"OTU178","OTU178",0.930232558139535,"Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","uncl_Xanthomonadales","uncl_Xanthomonadales"
"OTU88","OTU88",1,"Bacteria","Acidobacteria","Acidobacteria_Gp6","uncl_Acidobacteria_Gp6","uncl_Acidobacteria_Gp6","Gp6"
"OTU4","OTU4",1,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Bradyrhizobiaceae","Bradyrhizobium"
"OTU100090","OTU100090",0.918604651162791,"Bacteria","Acidobacteria","Vicinamibacteria","uncl_Vicinamibacteria","uncl_Vicinamibacteria","uncl_Vicinamibacteria"
"OTU1009","OTU1009",0.244186046511628,"Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Kofleriaceae","Kofleria"
"OTU724","OTU724",0.813953488372093,"Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Cystobacteraceae","uncl_Cystobacteraceae"
"OTU51","OTU51",1,"Bacteria","Actinobacteria","Actinobacteria","Propionibacteriales","Kribbellaceae","Kribbella"
"OTU161","OTU161",1,"Bacteria","Actinobacteria","Actinobacteria","Propionibacteriales","Nocardioidaceae","Nocardioides"
"OTU15","OTU15",0.976744186046512,"Bacteria","Actinobacteria","Actinobacteria","Micromonosporales","Micromonosporaceae","Dactylosporangium"
"OTU42","OTU42",0.848837209302326,"Bacteria","Actinobacteria","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Kibdelosporangium"
"OTU30","OTU30",0.965116279069767,"Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Caulobacter"
"OTU212","OTU212",0.755813953488372,"Bacteria","Actinobacteria","Acidimicrobiia","Acidimicrobiales","Iamiaceae","Actinomarinicola"
"OTU205","OTU205",0.918604651162791,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","uncl_Hyphomicrobiaceae"
"OTU151","OTU151",1,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","uncl_Burkholderiales","uncl_Burkholderiales"
"OTU200","OTU200",0.941860465116279,"Bacteria","Acidobacteria","Blastocatellia","Blastocatellales","Blastocatellaceae","Stenotrophobacter"
"OTU633","OTU633",0.418604651162791,"Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Cellulomonadaceae","Cellulomonas"
"OTU225","OTU225",1,"Bacteria","Acidobacteria","Acidobacteria_Gp3","uncl_Acidobacteria_Gp3","uncl_Acidobacteria_Gp3","Gp3"
"OTU211","OTU211",1,"Bacteria","Actinobacteria","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","Solirubrobacter"
"OTU29","OTU29",0.883720930232558,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","Dongia"
"OTU9686","OTU9686",0.744186046511628,"Bacteria","Actinobacteria","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Saccharothrix"
"OTU1299","OTU1299",0.441860465116279,"Bacteria","Actinobacteria","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Actinomycetospora"
"OTU925","OTU925",1,"Bacteria","Acidobacteria","uncl_Acidobacteria","uncl_Acidobacteria","uncl_Acidobacteria","uncl_Acidobacteria"
"OTU542","OTU542",0.895348837209302,"Bacteria","Actinobacteria","Thermoleophilia","Solirubrobacterales","Parviterribacteraceae","uncl_Parviterribacteraceae"
"OTU1645","OTU1645",0.720930232558139,"Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Pedobacter"
"OTU5597","OTU5597",0.0465116279069767,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","uncl_Flavobacteriaceae"
"OTU8","OTU8",0.918604651162791,"Bacteria","Actinobacteria","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Amycolatopsis"
"OTU68","OTU68",1,"Bacteria","Actinobacteria","Acidimicrobiia","Acidimicrobiales","uncl_Acidimicrobiales","uncl_Acidimicrobiales"
"OTU1403","OTU1403",0.558139534883721,"Bacteria","Actinobacteria","Thermoleophilia","Solirubrobacterales","Parviterribacteraceae","Parviterribacter"
"OTU83508","OTU83508",0.313953488372093,"Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria_incertae_sedis","uncl_Gammaproteobacteria_incertae_sedis","uncl_Gammaproteobacteria_incertae_sedis"
"OTU278","OTU278",1,"Bacteria","Bacteroidetes","Chitinophagia","Chitinophagales","Chitinophagaceae","Flavitalea"
"OTU1293","OTU1293",0.395348837209302,"Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Daejeonella"
"OTU295","OTU295",0.872093023255814,"Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Lysobacter"
"OTU235","OTU235",1,"Bacteria","Actinobacteria","Acidimicrobiia","uncl_Acidimicrobiia","uncl_Acidimicrobiia","uncl_Acidimicrobiia"
"OTU131","OTU131",1,"Bacteria","Acidobacteria","Blastocatellia","Blastocatellales","Blastocatellaceae","Aridibacter"
"OTU3501","OTU3501",0.511627906976744,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Polaromonas"
"OTU198","OTU198",0.872093023255814,"Bacteria","Actinobacteria","Acidimicrobiia","Acidimicrobiales","Ilumatobacteraceae","Desertimonas"
"OTU606","OTU606",0.976744186046512,"Bacteria","Acidobacteria","Acidobacteria_Gp10","uncl_Acidobacteria_Gp10","uncl_Acidobacteria_Gp10","Gp10"
"OTU7","OTU7",0.988372093023256,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Rhizobium"
"OTU202","OTU202",0.872093023255814,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Bradyrhizobiaceae","Pseudorhodoplanes"
"OTU8767","OTU8767",0.0697674418604651,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Methylocystaceae","Methylocystis"
"OTU1852","OTU1852",1,"Bacteria","Proteobacteria","uncl_Proteobacteria","uncl_Proteobacteria","uncl_Proteobacteria","uncl_Proteobacteria"
"OTU37060","OTU37060",1,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","uncl_Rhizobiaceae"
"OTU761","OTU761",0.476744186046512,"Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingosinicellaceae","Sphingoaurantiacus"
"OTU171","OTU171",0.988372093023256,"Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Fulvivirgaceae","Ohtaekwangia"
"OTU69","OTU69",0.976744186046512,"Bacteria","Actinobacteria","Actinobacteria","Cryptosporangiales","Cryptosporangiaceae","Cryptosporangium"
"OTU1775","OTU1775",0.174418604651163,"Bacteria","Actinobacteria","Actinobacteria","Propionibacteriales","Propionibacteriaceae","uncl_Propionibacteriaceae"
"OTU221","OTU221",0.709302325581395,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Devosiaceae","uncl_Devosiaceae"
"OTU36","OTU36",1,"Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria_incertae_sedis","uncl_Gammaproteobacteria_incertae_sedis","Acidibacter"
"OTU179","OTU179",1,"Bacteria","Actinobacteria","uncl_Actinobacteria","uncl_Actinobacteria","uncl_Actinobacteria","uncl_Actinobacteria"
"OTU2443","OTU2443",0.709302325581395,"Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","uncl_Sphingobacteriaceae"
"OTU1817","OTU1817",0.744186046511628,"Bacteria","Bacteroidetes","Chitinophagia","Chitinophagales","Chitinophagaceae","Flavisolibacter"
"OTU148","OTU148",0.988372093023256,"Bacteria","Bacteroidetes","Chitinophagia","Chitinophagales","Chitinophagaceae","Chitinophaga"
"OTU384","OTU384",0.976744186046512,"Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Mucilaginibacter"
"OTU419","OTU419",0.662790697674419,"Bacteria","Planctomycetes","Planctomycetacia","Pirellulales","Lacipirellulaceae","Lacipirellula"
"OTU51482","OTU51482",1,"Bacteria","Actinobacteria","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Actinophytocola"
"OTU23","OTU23",1,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Bradyrhizobiaceae","uncl_Bradyrhizobiaceae"
"OTU6615","OTU6615",0.418604651162791,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Shinella"
"OTU83","OTU83",0.930232558139535,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Boseaceae","Bosea"
"OTU1261","OTU1261",0.209302325581395,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Phreatobacteraceae","Phreatobacter"
"OTU2160","OTU2160",0.63953488372093,"Bacteria","Bacteroidetes","Chitinophagia","Chitinophagales","Chitinophagaceae","Ferruginibacter"
"OTU2751","OTU2751",0.825581395348837,"Bacteria","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","uncl_Gemmatimonadales","uncl_Gemmatimonadales"
"OTU21794","OTU21794",0.395348837209302,"Bacteria","Actinobacteria","Thermoleophilia","Solirubrobacterales","Conexibacteraceae","Conexibacter"
"OTU3288","OTU3288",0.27906976744186,"Bacteria","Rhodothermaeota","Rhodothermia","Rhodothermales","uncl_Rhodothermales","uncl_Rhodothermales"
"OTU166","OTU166",0.976744186046512,"Bacteria","Proteobacteria","Alphaproteobacteria","uncl_Alphaproteobacteria","uncl_Alphaproteobacteria","uncl_Alphaproteobacteria"
"OTU230","OTU230",1,"Bacteria","Acidobacteria","Blastocatellia","Blastocatellales","Arenimicrobiaceae","Arenimicrobium"
"OTU92","OTU92",0.906976744186046,"Bacteria","Acidobacteria","Vicinamibacteria","Vicinamibacterales","Vicinamibacteraceae","uncl_Vicinamibacteraceae"
"OTU302","OTU302",1,"Bacteria","Proteobacteria","Deltaproteobacteria","uncl_Deltaproteobacteria","uncl_Deltaproteobacteria","uncl_Deltaproteobacteria"
"OTU184","OTU184",0.988372093023256,"Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","uncl_Caulobacteraceae"
"OTU57515","OTU57515",1,"Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","uncl_Sphingomonadaceae"
"OTU978","OTU978",0.988372093023256,"Bacteria","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","uncl_Gemmatimonadaceae"
"OTU158","OTU158",0.965116279069767,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Acetobacteraceae","uncl_Acetobacteraceae"
"OTU376","OTU376",0.651162790697674,"Bacteria","Actinobacteria","Actinobacteria","Propionibacteriales","Nocardioidaceae","Marmoricola"
"OTU98","OTU98",1,"Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Fulvivirgaceae","uncl_Fulvivirgaceae"
"OTU284","OTU284",0.744186046511628,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Methylobacteriaceae","uncl_Methylobacteriaceae"
"OTU172","OTU172",0.848837209302326,"Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Agromyces"
"OTU354","OTU354",0.988372093023256,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Ramlibacter"
"OTU81","OTU81",0.930232558139535,"Bacteria","Actinobacteria","Thermoleophilia","Gaiellales","Gaiellaceae","Gaiella"
"OTU2819","OTU2819",0.802325581395349,"Bacteria","Planctomycetes","Planctomycetacia","uncl_Planctomycetacia","uncl_Planctomycetacia","uncl_Planctomycetacia"
"OTU192","OTU192",0.965116279069767,"Bacteria","Actinobacteria","Rubrobacteria","Rubrobacterales","Rubrobacteraceae","Rubrobacter"
"OTU153","OTU153",0.953488372093023,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Labrys"
"OTU374","OTU374",0.813953488372093,"Bacteria","Acidobacteria","Blastocatellia","Blastocatellales","Blastocatellaceae","Blastocatella"
"OTU15809","OTU15809",0.906976744186046,"Bacteria","Actinobacteria","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Lentzea"
"OTU220","OTU220",0.686046511627907,"Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Brevundimonas"
"OTU3509","OTU3509",0.627906976744186,"Bacteria","Planctomycetes","uncl_Planctomycetes","uncl_Planctomycetes","uncl_Planctomycetes","uncl_Planctomycetes"
"OTU1216","OTU1216",1,"Bacteria","candidate_division_WPS-1","uncl_candidate_division_WPS-1","uncl_candidate_division_WPS-1","uncl_candidate_division_WPS-1","WPS-1_genera_incertae_sedis"
"OTU56655","OTU56655",0.267441860465116,"Bacteria","Bacteroidetes","Chitinophagia","Chitinophagales","uncl_Chitinophagales","uncl_Chitinophagales"
"OTU927","OTU927",0.616279069767442,"Bacteria","Actinobacteria","Actinobacteria","Propionibacteriales","uncl_Propionibacteriales","uncl_Propionibacteriales"
"OTU7334","OTU7334",0.558139534883721,"Bacteria","Actinobacteria","Actinobacteria","Geodermatophilales","Geodermatophilaceae","Modestobacter"
"OTU97829","OTU97829",1,"Bacteria","Proteobacteria","Gammaproteobacteria","Nevskiales","Steroidobacteraceae","uncl_Steroidobacteraceae"
"OTU72","OTU72",1,"Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Polyangiaceae","uncl_Polyangiaceae"
"OTU2532","OTU2532",0.662790697674419,"Bacteria","Actinobacteria","Actinobacteria","Geodermatophilales","Geodermatophilaceae","Geodermatophilus"
"OTU1039","OTU1039",0.744186046511628,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Geminicoccaceae","uncl_Geminicoccaceae"
"OTU155","OTU155",1,"Bacteria","Bacteroidetes","Cytophagia","uncl_Cytophagia","uncl_Cytophagia","uncl_Cytophagia"
"OTU1568","OTU1568",0.906976744186046,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium"
"OTU130","OTU130",0.802325581395349,"Bacteria","Actinobacteria","Actinobacteria","Streptosporangiales","Streptosporangiaceae","Nonomuraea"
"OTU991","OTU991",0.697674418604651,"Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","Gemmataceae","Fimbriiglobus"
"OTU514","OTU514",0.534883720930233,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Piscinibacter"
"OTU487","OTU487",0.988372093023256,"Bacteria","Acidobacteria","Blastocatellia","Blastocatellales","Blastocatellaceae","uncl_Blastocatellaceae"
"OTU56","OTU56",0.848837209302326,"Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cytophagaceae","Dyadobacter"
"OTU1177","OTU1177",0.965116279069767,"Bacteria","Acidobacteria","Acidobacteria_Gp4","uncl_Acidobacteria_Gp4","uncl_Acidobacteria_Gp4","uncl_Acidobacteria_Gp4"
"OTU1107","OTU1107",0.848837209302326,"Bacteria","Gemmatimonadetes","uncl_Gemmatimonadetes","uncl_Gemmatimonadetes","uncl_Gemmatimonadetes","uncl_Gemmatimonadetes"
"OTU89","OTU89",0.906976744186046,"Bacteria","Acidobacteria","Acidobacteria_Gp17","uncl_Acidobacteria_Gp17","uncl_Acidobacteria_Gp17","Gp17"
"OTU14","OTU14",0.953488372093023,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","uncl_Rhodospirillaceae"
"OTU974","OTU974",0.895348837209302,"Bacteria","Acidobacteria","Acidobacteria_Gp16","uncl_Acidobacteria_Gp16","uncl_Acidobacteria_Gp16","uncl_Acidobacteria_Gp16"
"OTU11832","OTU11832",0.0697674418604651,"Bacteria","Proteobacteria","Oligoflexia","Bacteriovoracales","Bacteriovoracaceae","uncl_Bacteriovoracaceae"
"OTU112","OTU112",1,"Bacteria","Bacteroidetes","Chitinophagia","Chitinophagales","Chitinophagaceae","uncl_Chitinophagaceae"
"OTU379","OTU379",0.593023255813954,"Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingobium"
"OTU6578","OTU6578",0.686046511627907,"Bacteria","Armatimonadetes","uncl_Armatimonadetes","uncl_Armatimonadetes","uncl_Armatimonadetes","Armatimonadetes_gp4"
"OTU63","OTU63",0.848837209302326,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Methylobacteriaceae","Methylobacterium"
"OTU144","OTU144",0.988372093023256,"Bacteria","Proteobacteria","Gammaproteobacteria","Nevskiales","Steroidobacteraceae","Povalibacter"
"OTU18652","OTU18652",0.0116279069767442,"Bacteria","Deinococcus-Thermus","Deinococci","Trueperales","Trueperaceae","Truepera"
"OTU1433","OTU1433",0.209302325581395,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Bradyrhizobiaceae","Variibacter"
"OTU50","OTU50",0.744186046511628,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","Inquilinus"
"OTU142","OTU142",0.767441860465116,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Rhizobacter"
"OTU2467","OTU2467",0.418604651162791,"Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Hymenobacteraceae","Adhaeribacter"
"OTU203","OTU203",0.627906976744186,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Ensifer"
"OTU16168","OTU16168",0.255813953488372,"Bacteria","Actinobacteria","Actinobacteria","Streptomycetales","Streptomycetaceae","Yinghuangia"
"OTU519","OTU519",1,"Bacteria","Proteobacteria","Betaproteobacteria","uncl_Betaproteobacteria","uncl_Betaproteobacteria","uncl_Betaproteobacteria"
"OTU1501","OTU1501",0.302325581395349,"Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cytophagaceae","Spirosoma"
"OTU204","OTU204",1,"Bacteria","Verrucomicrobia","Spartobacteria","uncl_Spartobacteria","uncl_Spartobacteria","Spartobacteria_genera_incertae_sedis"
"OTU739","OTU739",0.779069767441861,"Bacteria","Actinobacteria","Actinobacteria","Propionibacteriales","Nocardioidaceae","uncl_Nocardioidaceae"
"OTU433","OTU433",0.976744186046512,"Bacteria","Actinobacteria","Actinobacteria","Propionibacteriales","Propionibacteriaceae","Microlunatus"
"OTU798","OTU798",0.941860465116279,"Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","Gemmataceae","Gemmata"
"OTU3368","OTU3368",0.63953488372093,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Phyllobacteriaceae","uncl_Phyllobacteriaceae"
"OTU9354","OTU9354",0.848837209302326,"Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","Isosphaeraceae","uncl_Isosphaeraceae"
"OTU40","OTU40",0.883720930232558,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"OTU2974","OTU2974",0.906976744186046,"Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","uncl_Sphingomonadales","uncl_Sphingomonadales"
"OTU39","OTU39",0.988372093023256,"Bacteria","Actinobacteria","Actinobacteria","Micromonosporales","Micromonosporaceae","Actinoplanes"
"OTU1238","OTU1238",0.767441860465116,"Bacteria","BRC1","uncl_BRC1","uncl_BRC1","uncl_BRC1","BRC1_genera_incertae_sedis"
"OTU655","OTU655",0.5,"Bacteria","Actinobacteria","Actinobacteria","Streptosporangiales","Thermomonosporaceae","Actinocorallia"
"OTU2904","OTU2904",0.488372093023256,"Archaea","Thaumarchaeota","uncl_Thaumarchaeota","Nitrososphaerales","Nitrososphaeraceae","Nitrososphaera"
"OTU530","OTU530",0.988372093023256,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","uncl_Rhodospirillales","uncl_Rhodospirillales"
"OTU2191","OTU2191",0.546511627906977,"Bacteria","Actinobacteria","Actinobacteria","Geodermatophilales","Geodermatophilaceae","uncl_Geodermatophilaceae"
"OTU259","OTU259",0.744186046511628,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Azospirillaceae","Skermanella"
"OTU4240","OTU4240",0.0348837209302326,"Bacteria","Proteobacteria","Gammaproteobacteria","Thiotrichales","Piscirickettsiaceae","Methylophaga"
"OTU437","OTU437",0.837209302325581,"Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Intrasporangiaceae","uncl_Intrasporangiaceae"
"OTU1067","OTU1067",0.941860465116279,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","uncl_Oxalobacteraceae"
"OTU3573","OTU3573",0.0930232558139535,"Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Shewanellaceae","Shewanella"
"OTU2156","OTU2156",0.418604651162791,"Bacteria","Actinobacteria","Actinobacteria","Mycobacteriales","Nocardiaceae","Nocardia"
"OTU1175","OTU1175",0.406976744186047,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Geminicoccaceae","Arboricoccus"
"OTU309","OTU309",1,"Bacteria","Verrucomicrobia","Opitutae","Opitutales","Opitutaceae","uncl_Opitutaceae"
"OTU497","OTU497",0.581395348837209,"Bacteria","Actinobacteria","Actinobacteria","Frankiales","Frankiaceae","Jatrophihabitans"
"OTU1342","OTU1342",0.0813953488372093,"Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Pseudoalteromonadaceae","Pseudoalteromonas"
"OTU934","OTU934",0.848837209302326,"Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Labilitrichaceae","uncl_Labilitrichaceae"
"OTU6112","OTU6112",0.569767441860465,"Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Nannocystaceae","Nannocystis"
